reqs,type,avg,stdev,max,stdevperc
40000,scone-sync,1.61ms,3.13ms,76.35ms,98.72%
40000,scone-sync,7.38ms,36.27ms,381.44ms,96.85%
40000,scone-sync,1.52ms,3.28ms,62.56ms,98.93%
40000,scone-sync,1.37ms,1.13ms,35.81ms,94.29%
40000,scone-sync,1.52ms,2.62ms,63.58ms,98.99%
40000,scone-sync,1.66ms,3.63ms,87.62ms,98.69%
40000,scone-sync,1.22ms,1.60ms,35.58ms,98.16%
40000,scone-sync,1.40ms,1.41ms,34.43ms,96.29%
40000,scone-sync,1.50ms,3.11ms,70.98ms,99.03%
40000,scone-sync,1.34ms,763.43us,20.70ms,79.00%
40000,scone-sync,1.27ms,1.80ms,44.58ms,98.28%
40000,scone-sync,2.04ms,5.87ms,82.69ms,97.54%
40000,scone-sync,1.35ms,710.10us,18.22ms,74.41%
40000,scone-sync,1.57ms,3.30ms,75.78ms,99.15%
40000,scone-sync,1.14ms,1.04ms,36.35ms,95.91%
40000,scone-sync,1.21ms,764.92us,20.82ms,84.87%
40000,scone-sync,1.35ms,700.64us,14.53ms,73.82%
40000,scone-sync,2.04ms,5.93ms,78.53ms,97.47%
40000,scone-sync,1.38ms,812.93us,17.02ms,80.04%
40000,scone-sync,1.13ms,0.91ms,24.62ms,95.49%
40000,scone-sync,1.47ms,1.33ms,32.46ms,95.16%
40000,scone-sync,1.17ms,2.51ms,57.73ms,98.58%
40000,scone-sync,1.41ms,0.89ms,21.71ms,84.09%
40000,scone-sync,1.41ms,3.17ms,76.10ms,98.59%
40000,scone-sync,1.42ms,1.10ms,35.46ms,92.94%
40000,scone-sync,1.36ms,730.77us,17.36ms,75.61%
40000,scone-sync,15.86ms,67.15ms,494.34ms,95.12%
40000,scone-sync,1.55ms,3.25ms,78.21ms,98.58%
40000,scone-sync,1.20ms,1.41ms,35.97ms,97.73%
40000,scone-sync,1.84ms,4.58ms,78.08ms,98.13%
40000,scone-sync,8.09ms,44.75ms,398.85ms,97.59%
40000,scone-sync,1.30ms,800.74us,23.79ms,82.31%
40000,scone-sync,2.81ms,11.39ms,262.14ms,97.08%
40000,scone-sync,1.69ms,5.10ms,94.46ms,97.91%
40000,scone-sync,1.20ms,794.38us,24.70ms,86.88%
40000,scone-sync,1.64ms,3.97ms,76.16ms,98.62%
40000,scone-sync,1.68ms,4.88ms,74.05ms,97.83%
40000,scone-sync,1.18ms,705.36us,21.46ms,81.69%
40000,scone-sync,1.68ms,4.63ms,90.88ms,98.30%
60000,scone-sync,3.64ms,8.68ms,147.33ms,93.25%
60000,scone-sync,6.73ms,17.17ms,222.72ms,93.29%
60000,scone-sync,12.27ms,20.94ms,203.52ms,88.09%
60000,scone-sync,4.49ms,10.93ms,121.15ms,93.50%
60000,scone-sync,2.48ms,6.48ms,98.62ms,95.58%
60000,scone-sync,13.01ms,24.45ms,296.19ms,89.54%
60000,scone-sync,3.82ms,8.83ms,142.08ms,93.11%
60000,scone-sync,5.27ms,11.99ms,160.13ms,92.14%
60000,scone-sync,4.46ms,14.85ms,173.57ms,95.63%
60000,scone-sync,4.52ms,9.56ms,110.21ms,91.28%
60000,scone-sync,3.09ms,7.78ms,261.76ms,94.20%
60000,scone-sync,2.16ms,6.09ms,110.66ms,96.57%
60000,scone-sync,6.64ms,14.18ms,149.38ms,90.90%
60000,scone-sync,3.12ms,7.69ms,134.14ms,94.52%
60000,scone-sync,5.04ms,13.43ms,171.65ms,93.35%
60000,scone-sync,3.31ms,7.77ms,141.95ms,93.62%
60000,scone-sync,4.39ms,9.44ms,133.76ms,92.15%
60000,scone-sync,5.52ms,12.21ms,184.19ms,91.29%
60000,scone-sync,3.16ms,8.32ms,145.28ms,94.74%
60000,scone-sync,38.97ms,103.26ms,704.00ms,89.68%
60000,scone-sync,3.40ms,10.77ms,179.58ms,95.49%
60000,scone-sync,1.58ms,3.55ms,78.08ms,97.05%
60000,scone-sync,1.77ms,3.79ms,68.35ms,96.39%
60000,scone-sync,4.11ms,10.44ms,147.71ms,93.77%
60000,scone-sync,3.66ms,8.92ms,150.66ms,93.69%
60000,scone-sync,5.89ms,13.62ms,139.78ms,92.11%
60000,scone-sync,3.29ms,9.44ms,131.71ms,95.28%
60000,scone-sync,3.87ms,7.43ms,87.23ms,91.11%
60000,scone-sync,21.82ms,58.96ms,427.26ms,90.76%
60000,scone-sync,2.46ms,5.63ms,100.54ms,94.62%
60000,scone-sync,7.52ms,14.64ms,141.44ms,89.72%
60000,scone-sync,2.29ms,3.76ms,55.07ms,92.05%
60000,scone-sync,4.16ms,8.62ms,137.22ms,91.88%
60000,scone-sync,1.40ms,2.33ms,49.60ms,96.73%
60000,scone-sync,45.43ms,113.91ms,724.99ms,88.11%
60000,scone-sync,36.93ms,96.31ms,709.63ms,89.66%
60000,scone-sync,2.65ms,5.48ms,82.94ms,93.73%
60000,scone-sync,5.73ms,11.98ms,137.98ms,90.77%
60000,scone-sync,3.13ms,5.52ms,96.58ms,91.05%
60000,scone-sync,3.62ms,8.90ms,141.57ms,93.69%
60000,scone-sync,3.43ms,12.88ms,165.63ms,96.41%
60000,scone-sync,3.87ms,11.03ms,169.47ms,94.77%
60000,scone-sync,2.30ms,4.99ms,101.44ms,94.28%
60000,scone-sync,1.67ms,2.38ms,35.20ms,93.65%
60000,scone-sync,2.98ms,8.19ms,165.50ms,95.35%
60000,scone-sync,3.26ms,5.91ms,108.10ms,90.95%
60000,scone-sync,1.55ms,2.46ms,57.28ms,95.04%
60000,scone-sync,3.04ms,7.37ms,105.02ms,93.94%
60000,scone-sync,2.09ms,7.05ms,131.71ms,97.79%
60000,scone-sync,2.27ms,5.80ms,120.90ms,95.82%
80000,scone-sync,637.74ms,427.41ms,1.64s,58.76%
80000,scone-sync,684.70ms,516.20ms,2.40s,60.73%
80000,scone-sync,890.60ms,469.24ms,2.16s,68.24%
80000,scone-sync,2.25s,784.22ms,4.70s,71.61%
80000,scone-sync,1.75s,721.81ms,3.82s,68.15%
80000,scone-sync,861.07ms,599.36ms,2.58s,62.67%
80000,scone-sync,1.94s,817.72ms,4.57s,65.40%
80000,scone-sync,277.64ms,250.97ms,1.21s,64.48%
80000,scone-sync,1.63s,401.43ms,3.13s,67.40%
80000,scone-sync,1.31ms,3.97ms,62.34ms,98.00%
80000,scone-sync,40.26ms,133.66ms,1.09s,92.87%
80000,scone-sync,1.78s,471.49ms,3.32s,70.83%
80000,scone-sync,1.50s,509.68ms,2.70s,65.11%
80000,scone-sync,1.10s,917.37ms,2.85s,51.58%
80000,scone-sync,784.67ms,473.67ms,2.10s,63.36%
80000,scone-sync,1.28s,563.14ms,2.43s,69.06%
80000,scone-sync,879.40ms,535.12ms,2.13s,59.38%
80000,scone-sync,36.95ms,66.49ms,450.05ms,86.16%
80000,scone-sync,1.29s,464.85ms,2.72s,69.67%
80000,scone-sync,1.53s,627.93ms,3.13s,69.35%
80000,scone-sync,251.15ms,359.98ms,1.63s,82.76%
80000,scone-sync,318.23ms,308.01ms,1.51s,68.79%
80000,scone-sync,2.95s,462.92ms,4.12s,66.39%
80000,scone-sync,620.08ms,544.65ms,1.84s,48.38%
80000,scone-sync,2.61s,754.77ms,4.80s,70.92%
80000,scone-sync,776.10ms,564.07ms,2.10s,59.77%
80000,scone-sync,1.67s,521.63ms,2.66s,67.93%
80000,scone-sync,545.22ms,487.95ms,1.79s,48.60%
80000,scone-sync,2.13s,618.49ms,3.95s,66.36%
80000,scone-sync,270.70ms,333.69ms,1.42s,85.45%
80000,scone-sync,900.64ms,656.63ms,2.55s,61.56%
80000,scone-sync,1.04s,474.59ms,2.37s,64.69%
80000,scone-sync,583.53ms,580.98ms,2.06s,70.47%
80000,scone-sync,46.34ms,116.07ms,1.02s,90.86%
80000,scone-sync,884.94ms,624.71ms,2.27s,57.46%
80000,scone-sync,1.24s,523.07ms,2.43s,62.69%
80000,scone-sync,708.35ms,518.43ms,2.19s,60.01%
80000,scone-sync,508.59ms,426.97ms,1.70s,54.38%
80000,scone-sync,1.87s,433.67ms,2.78s,68.06%
80000,scone-sync,10.58ms,53.33ms,643.07ms,96.64%
80000,scone-sync,1.88s,532.32ms,3.50s,69.46%
80000,scone-sync,1.34s,559.23ms,2.73s,67.09%
80000,scone-sync,1.14s,682.75ms,2.72s,63.43%
80000,scone-sync,1.32s,648.21ms,2.86s,64.04%
80000,scone-sync,1.11s,727.59ms,2.85s,60.37%
80000,scone-sync,1.47s,546.79ms,3.23s,68.75%
80000,scone-sync,1.15s,610.93ms,2.67s,61.44%
80000,scone-sync,664.12ms,365.95ms,1.60s,63.30%
80000,scone-sync,976.47ms,503.73ms,2.43s,68.20%
80000,scone-sync,693.40ms,494.20ms,1.97s,60.46%
